Item No.,Description,Unit,Rate,,
18-26,"vkbZ,l&1 Vsij vkSj O;oLFkk","538 ds vuq#i dksjnkj fljksa okys tksM+ks ds fy, mi;qDr Vh] cadu] dkyj] Vksfi;ksa vkfn tSls dksjnkj fljksa okys <ys yksgs ds ekud fo”ks’kkaxksa dh djuk ,oa Mkyuk",,,
,18-26-1,300 feeh O;kl rd ds,fDoaVy,8191-75,
,18-26-2,300 feeh O;kl ls Åij ds,fDoaVy,7589-65,
18-27,"vkbZ,l&1 dh ikbZi","536 ds vuq#i ew’ky dksVj fljksa okyh vidsanzr;k ¼Hkzfe fof/k ls½ <ys yksgs ¼Js.kh ,y,½ dh O;oLFkk djuk ,oa Mkyuk",,,
,18-27-1,100 feeh O;kl dh ikbZi,ehVj,1210-50,
,18-27-2,125 feeh O;kl dh ikbZi,ehVj,1511-00,
,18-27-3,150 feeh O;kl dh ikbZi,ehVj,1824-70,
,18-27-4,200 feeh O;kl dh ikbZi,ehVj,3083-65,
,18-27-5,250 feeh O;kl dh ikbZi,ehVj,4030-50,
,18-27-6,300 feeh O;kl dh ikbZi,ehVj,5427-45,
,18-27-7,350 feeh O;kl dh ikbZi,ehVj,6519-65,
,18-27-8,400 feeh O;kl dh ikbZi,ehVj,8572-95,
,18-27-9,450 feeh O;kl dh ikbZi,ehVj,10380-20,
,18-27-10,500 feeh O;kl dh ikbZi,ehVj,12049-40,
,18-27-11,600 feeh O;kl dh ikbZi,ehVj,16832-90,
18-28,Hkzfe fof/k O;oLFkk d ughsa gS,ls <ys yksgs dh ikbZiksa vkSj fo”ks’kkaxksa esa lhls ds Vkadh&dqVs tksM+ks dh juk ftlesa tksM+ dk ijh{k.k “kkfey gS ijUrq fix lhls dh ykxr “kkfey,,,
,18-28-1,100 feeh O;kl dh ikbZi,izR;sd,410-25,
,18-28-2,125 feeh O;kl dh ikbZi,izR;sd,609-45,
,18-28-3,150 feeh O;kl dh ikbZi,izR;sd,615-75,
,18-28-4,200 feeh O;kl dh ikbZi,izR;sd,818-35,
,18-28-5,250 feeh O;kl dh ikbZi,izR;sd,1023-05,
,18-28-6,300 feeh O;kl dh ikbZi,izR;sd,1230-65,
,18-28-7,350 feeh O;kl dh ikbZi,izR;sd,1252-00,
,18-28-8,400 feeh O;kl dh ikbZi,izR;sd,1648-10,
,18-28-9,450 feeh O;kl dh ikbZi,izR;sd,1850-45,
,18-28-10,500 feeh O;kl dh ikbZi,izR;sd,1956-30,
,18-28-11,600 feeh O;kl dh ikbZi,izR;sd,2653-90,
18-29,dk;Z ds f,"y, dk;ZLFky ij fix lhls dh vkiwfrZ djuk",fDoaVy,28116-20,
18-30,<ys yksgs/M tksM+ks dh O,hvkbZ ds nksuksa vksj dksjnkj fljksa okyh ikbZiksa vkSj fo”ks’kkaxksa esa dksjnkj ;oLFkk djuk ftlesa tksM+ksa dk ijh{k.k “kkfey gS &,,,
,18-30-1,80 feeh O;kl dh ikbZi,izR;sd,182-85,
,18-30-2,100 feeh O;kl dh ikbZi,izR;sd,284-75,
,18-30-3,125 feeh O;kl dh ikbZi,izR;sd,303-50,
,18-30-4,150 feeh O;kl dh ikbZi,izR;sd,343-55,
,18-30-5,200 feeh O;kl dh ikbZi,izR;sd,377-00,
,18-30-6,250 feeh O;kl dh ikbZi,izR;sd,520-30,
,18-30-7,300 feeh O;kl dh ikbZi,izR;sd,527-00,
,18-30-8,350 feeh O;kl dh ikbZi,izR;sd,662-00,
,18-30-9,400 feeh O;kl dh ikbZi,izR;sd,907-60,
,18-30-10,450 feeh O;kl dh ikbZi,izR;sd,1114-80,
,18-30-11,500 feeh O;kl dh ikbZi,izR;sd,1264-60,
,18-30-12,600 feeh O;kl dh ikbZi,izR;sd,1482-90,
,<ys yksgs,ds Lywbl okYo] vfXu cEcs vksj tqM+ukjsa,,,
18-31,cksYVksa] uVksa],jcM+&var%os”kuksa vkfn lfgr laiw.kZ <ys yksgs ds Lywbl okYoksa ¼Vksih&;qDr½,,,
,dh O;oLFk,k djuk vkSj yxkuk ¼la;kstu mikax yxkus dh ;fn t:jr gksxh rks,,,
,"mlds fy,","vyx ls Hqkxrku fd;k tk,xk½",,,
,18-31-1,100 feeh O;kl okys,,,
,,18-31-1-1 Js.kh&1,izR;sd,4097-90,
,,18-31-1-2 Js.kh&2,izR;sd,4500-25,
,18-31-2,125 feeh O;kl okys,,,
,,18-31-2-1 Js.kh&1,izR;sd,4417-35,
,,18-31-2-2 Js.kh&2,izR;sd,5408-35,
,18-31-3,150 feeh O;kl okys,,,
,,18-31-3-1 Js.kh&1,izR;sd,5980-45,
,,18-31-3-2 Js.kh&2,izR;sd,6661-80,
,18-31-4,200 feeh O;kl okys,,,
,,18-31-4-1 Js.kh&1,izR;sd,11609-50,
,,18-31-4-2 Js.kh&2,izR;sd,13512-60,
,18-31-5,250 feeh O;kl okys,,,
,,18-31-5-1 Js.kh&1,izR;sd,16748-50,
,,18-31-5-2 Js.kh&2,izR;sd,22409-75,
,18-31-6,300 feeh O;kl okys,,,
,,18-31-6-1 Js.kh&1,izR;sd,23162-70,
,,18-31-6-2 Js.kh&2,izR;sd,27521-50,
18-36,ekud vf ifjlTt vko”;d feykos d fefJr ¼1 vkdkj½ v xgjs O;kl 1%4 ¼1 lh x75 lse,HkdYi ds vuqlkj laiw.kZ “kq) lhesaV ds ?kksy foysiu lfgr 12 feeh eksVs u lfgr lhesaV elkys 1%3 ¼1 lhesaV% 3 eksVh jsr½ esa Hkhrjh IykLVj rFkk [kqnkbZ uhao daØhV 1%5%10 ¼1 lhesaV% 5 eghu jsr% 10 dksfVÑr iRFkj s lkFk 40 feeh ukeh; vkdkj½ ds lkFk vkjlhlh Åijh rg Lyso 1%2%4 lhesaV% 2 eksVh jsr% 4 dksfVÑr iRFkj feykos lfgr 20 feeh ukeh; kSj tathj okys <Ddu lfgr 350x350 feeh Åijh rg O;kl] 165 feeh ¼Hkhrjh½ ds <ys yksgs ds Åijh cDl ds lkFk vfXu cEcksa gsrq lhesaV elkys esaV% 4 eksVh jsr½ esa 75 oxZ ds ukfer bZaV dk;Z ds lkFk Hkhrj esa 60x60 h vkdkj dh fpukbZ gkSnh dk fuekZ.k fd;k tkuk],,,
,18-36-1,"7-5 oxZuke dh lk/kkj.k fpduh feVV~h ls idh gqbZ ,Q-ih-,l- ¼uku ekM;yqj½ bZVksa ls A",izR;sd,9630-65,
18-37,ekud vf ifjlTt vko”;d feykos d fefJr ¼1 vkdkj½ v <ys yksgs 4 eksVh js dh fpukb,HkdYi ds vuqlkj laiw.kZ “kq) lhesaV ds ?kksy foysiu lfgr 12 feeh eksVs u lfgr lhesaV elkys 1%3 ¼1 lhesaV% 3 eksVh jsr½ esa Hkhrjh IykLVj rFkk [kqnkbZ uhao daØhV 1%5%10 ¼1 lhesaV% 5 eghu jsr% 10 dksfVÑr iRFkj s lkFk 40 feeh ukeh; vkdkj½ ds lkFk vkjlhlh Åijh rg Lyso 1%2%4 lhesaV% 2 eksVh jsr% 4 dksfVÑr iRFkj feykos lfgr 20 feeh ukeh; kSj rkys&pkch dh O;oLFkk lfgr 400x200x200 feeh O;kl ¼Hkhrjh½ ds ds Åijh cDl ds lkFk ty&ehVjksa gsrq laiw.kZ lhesaV elkys 1%4 ¼1 lhesaV% r½ esa 75 oxZ ds ukfer bZaV dk;Z ds lkFk Hkhrj esa 60x45x50 lseh vkdkj Z gkSnh dk fuekZ.k fd;k tkuk],,,
,18-37-1,"7-5 oxZuke dh lk/kkj.k fpduh feVV~h ls idh gqbZ ,Q-ih-,l- ¼uku ekM;yqj½ bZVksa ls A",izR;sd,9020-80,
18-38,ubZ dk;Z laf”y’V ¼jksxu½,"gsrq nksuksa vuqeksfnr dksfV ds rS;kj fefJr jatd foysiu lfgr busey lQsn isaV ds lkFk tLrh yksgs dh ikbZiksa ,oa tqM+ukjksa ij isaV djuk &",,,
,18-38-1,15 feeh O;kl dh ikbZi,ehVj,16-40,
,18-38-2,20 feeh O;kl dh ikbZi,ehVj,19-65,
,18-38-3,25 feeh O;kl dh ikbZi,ehVj,25-60,
,18-38-4,32 feeh O;kl dh ikbZi,ehVj,30-70,
,18-38-5,40 feeh O;kl dh ikbZi,ehVj,36-05,
,18-38-6,50 feeh O;kl dh ikbZi,ehVj,43-05,
18-39,vuqeksfnr tqM+ukjksa,"dksfV ds laf”y’V busey lQsn isaV ds lkFk tLrh yksgs dh ikbZiksa ,oa ij isaV ¼jksxu½ fQj ls djuk &",,,
,18-39-1,15 feeh O;kl dh ikbZi,ehVj,8-10,
,18-39-2,20 feeh O;kl dh ikbZi,ehVj,9-60,
,18-39-3,25 feeh O;kl dh ikbZi,ehVj,12-25,
,18-39-4,32 feeh O;kl dh ikbZi,ehVj,14-65,
,18-39-5,40 feeh O;kl dh ikbZi,ehVj,17-00,
,18-39-6,50 feeh O;kl dh ikbZi,ehVj,20-25,
18-40,vuqeksfnr dh ikbZiksa,"dksfV ds la{kkj.k&jks/kh fcVqeSuh isaV ds nks foysiuksa ds lkFk tLrh yksgs ,oa tqM+ukjksa ij isaV ¼jksxu½ djuk &",,,
,18-40-1,15 feeh O;kl dh ikbZi,ehVj,10-05,
,18-40-2,20 feeh O;kl dh ikbZi,ehVj,12-00,
,18-40-3,25 feeh O;kl dh ikbZi,ehVj,15-25,
,18-40-4,32 feeh O;kl dh ikbZi,ehVj,18-40,
,18-40-5,40 feeh O;kl dh ikbZi,ehVj,20-95,
,18-40-6,50 feeh O;kl dh ikbZi,ehVj,25-25,
,18-40-7,65 feeh O;kl dh ikbZi,ehVj,31-30,
,18-40-8,80 feeh O;kl dh ikbZi,ehVj,36-40,
18-41,okg~; dk;Z jsr dh O;,"esa tLrh yksgs dh ikbZiksa ds pkjksa vksj {ks=&5 dh dksfVÑr jsr ;k eksVh oLFkk djuk ,oa Hkjuk",,,
,18-41-1,15 feeh O;kl dh ikbZi,ehVj,157-70,
,18-41-2,20 feeh O;kl dh ikbZi,ehVj,159-85,
,18-41-3,25 feeh O;kl dh ikbZi,ehVj,164-10,
,18-41-4,32 feeh O;kl dh ikbZi,ehVj,168-35,
,18-41-5,40 feeh O;kl dh ikbZi,ehVj,170-50,
,18-41-6,50 feeh O;kl dh ikbZi,ehVj,176-90,
,18-41-7,65 feeh O;kl dh ikbZi,ehVj,279-20,
,18-41-8,80 feeh O;kl dh ikbZi,ehVj,287-70,
,18-41-9,100 feeh O;kl dh ikbZi,ehVj,304-75,
,18-41-10,150 feeh O;kl dh ikbZi,ehVj,453-95,
18-42,dBksj pV~V,ku] ftlesa lqjax yxkus dh vko”;drk gksrh gSa] dks NksM+dj] lHkh izdkj,,,
,dh e‘nkvk,"sa esa gSaM&iEi/uydwi ds fy, 100 feeh O;kl ds [kksyuy ls Nsn djuk",,,
,vkSj tc g fudkyuk,"SaM&iEi/uydwi Mkydj mldk ijh{k.k gks tk, rks [kksyuy dks okil &",,,
,18-42-1,6 ehVj rd dh xgjkbZ rd,ehVj,618-00,
,18-42-2,6 ehVj ls Åij vkSj 12 ehVj rd dh xgjkbZ rd,ehVj,730-95,
,18-42-3,12 ehVj ls Åij vkSj 18 ehVj rd dh xgjkbZ rd,ehVj,847-35,
18-43,vuqeksfnr ikbZi dh,dksfV dh ihry dh tkyh lfgr tLrh yksgs dh 40 feeh O;kl dh Nuuh dh O;oLFkk djuk vkSj ;FkkLFkku yxkuk,ehVj,813-25,
18-44,uydwi ds Nuuh ls lQkbZ vkSj,"fy, tLrh yksgs dh 40 feeh O;kl dh ikbZi dh O;oLFkk djuk] mls tksM+uk rFkk mfpr ry rd dh xgjkbZ esa mrkjuk ftlesa uydwi dh jatd foysiu “kkfey gS",ehVj,499-80,
18-45,lHkh mil vuqeksfnr,"k/kuksa lfgr laiw.kZ 40 feeh O;kl dh tLrh yksgs dh ikbZi ds fy, dksfV ds gSaM&iEi dh O;oLFkk djuk vkSj mls ;FkkLFkku yxkuk",izR;sd,1178-65,
18-46,ikbZi dks,dkVus vkSj pwM+h dkVdj yEcs isap cukus vkfn lfgr ¼u;k dk;Z½ tLrh,,,
,yksgs dh ;,wfu;u ¼;qXed½ vkSj ikbZi dh O;oLFkk djuk vkSj yxkuk &,,,
,18-46-1,15 feeh ukeh; fNnz okyh,izR;sd,262-30,
18-53,"vkbZ,l&8 fy, Øksfe","931 ds vuq:i vuqeksfnr dksfV ds] csflu feDlj vkSj xhtj foanqvksa ds ;e&;qDr ihry ds dks.kh; ¼,axy½ okYo dh O;oLFkk djuk vkSj yxkuk",,,
,18-53-1,15 feeh ukeh; fNnz okyh,izR;sd,500-35,
18-53d,bathfu;j fuIiy ¼l,"izHkkjh ds funsZ”kkuqlkj vuqeksfnr dksfV dh lh-ih- czkl ,DlVSUlu kbZt 15 feeh-x50 feeh-½ O;oLFkk djuk o yxkuk",izR;sd,61-70,
,"ihVh,eVh",tqM+ukjsa,,,
18-54,vuqeksfnr,"dksfV vkSj jax dh ihVh,eVh fcc VksaVh dh O;oLFkk djuk ,oa yxkuk",,,
,18-54-1,de ls de 88 xzke dh 86feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,109-85,
,18-54-2,de ls de 99xzke dh 122feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,143-30,
,18-54-3,de ls de 110 xzke dh 165feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,156-65,
,18-54-4,de ls de 93 xzke dh 90feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,170-05,
18-55,vuqeksfnr,"dksfV vkSj jax dh ihVh,eVh jksd VksaVh dh O;oLFkk djuk ,oa yxkuk",,,
,18-55-1,de ls de 88 xzke dh 86feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,103-15,
,18-55-2,de ls de 88 xzke dh 89feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,113-85,
,18-55-3,de ls de 108 xzke dh 108 feeh yEch 15 feeh ukeh; fNnz okyh,izR;sd,183-40,
18-56,vuqeksfnr,"dksfV vkSj jax dh ihVh,eVh LrEHk VksaVh dh O;oLFkk djuk ,oa yxkuk &",,,
,18-56-1,de ls de 110 xzke dh 107 feeh yEch 15 feeh ukeh; fNnz okyh,izR;sd,180-80,
,18-56-2,de ls de 120 xzke dh 125 feeh yEch 15 feeh ukeh; fNnz okyh,izR;sd,194-15,
18-57,vuqeksfnr,"dksfV vkSj jax dh ihVh,eVh ncko VksaVh dh O;oLFkk djuk ,oa yxkuk &",,,
,18-57-1,de ls de 75 xzke dh 98feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,96-45,
,18-57-2,de ls de 46 xzke dh 80feeh yEch 15feeh ukeh; fNnz okyh,izR;sd,83-05,
18-58,vuqeksfnr,"dksfV vkSj jax dh ihVh,eVh tkyh dh O;oLFkk djuk ,oa yxkuk &",,,
,18-58-1,xksykdkj izdkj dh,,,
,,18-58-1-1 100 feeh ukeh; O;kl dh,izR;sd,33-20,
,,18-58-1-2 25 feeh osLV fNnz lfgr 125 feeh ukeh; O;kl dh,izR;sd,45-25,
,18-58-2,[kqyus okys xksykdkj <Ddu lfgr vk;rkdkj Js.kh dh,,,
,,18-58-2-1 Hkhrjh tksM+ xksy tkyh ds 100 feeh O;kl dh 150 feeh,,,
,,ukeh; vkdkj oxZ,izR;sd,169-70,
18-65,de ls d 102 feeh djuk vkSj,"e 106 xzke ds] fNih tqM+ukjksa dh O;oLFkk lfgr 138 feeh yEcs] pkSM+s vkSj 75 feeh Åaps ihVh,eVh lkoqu fM”k /kkjd dh O;oLFkk yxkuk",izR;sd,96-75,
18-66,"vkbZ,l&1 Vksfi;ksa vk djuk vkSj","538 ds vuq:i dksjnkj tksM+ ds fy, mi;ZqDr Vh] cSMa] dkyj Vsijksa vkSj fn tSls <ys yksgs ds ew’ky dksVj fljksa okys ekud fo”ks’kkaxksa dh O;oLFkk Mkyuk",,,
,18-66-1,300 feeh O;kl rd,fDoaVy,7509-40,
,18-66-2,300 feeh O;kl ls Åij,fDoaVy,8860-70,
18-67,"vkbZ,l&1 fljksa okys","3382 ds vuq:Ik ;akf=d tksM+ ds fy, mi;qZDr <ys yksgs ds ew’ky dksVj ekud fo”ks’kkaxksa dh O;oLFkk djuk ,oa Mkyuk",,,
,18-67-1,300 feeh O;kl rd,fDoaVy,12032-95,
,18-67-2,300 feeh O;kl ls Åij,fDoaVy,12671-15,
18-68,"vkbZ,l&9 fo”ks’kkaxksa","523 ds vuq:i ncko okys tksM+ ds fy, mi;ZqDr] Js.kh ds&12 ds Mh0vkbZ0 dh O;oLFkk djuk ,oa Mkyuk",,,
,18-68-1,600 feeh O;kl rd,fDoaVy,17155-90,
,18-68-2,600 feeh O;kl ls Åij,fDoaVy,23578-00,
18-69,"vkbZ,l&9 fo”ks’kkaxksa","523 ds vuq:i ;akf=d tksM+ ds fy, mi;ZqDr] Js.kh ds&12 ds Mh0vkbZ0 dh O;oLFkk djuk ,oa Mkyuk",,,
,18-69-1,600 feeh O;kl rd,fDoaVy,18025-60,
,18-69-2,600 feeh O;kl ls Åij,fDoaVy,25651-85,
18-70,tksM+ksa ds ij <ys yksgs,h{k.k lfgr vkSj jcM+ xkLdsV dh ykxr ds lkFk vidsanzr;k ¼Hkzfe fof/k ls½ dh ikbZiksa ;k Hkaxqj yksgs dh ikbZiksa esa ncko tksM+ksa dh O;oLFkk djuk,,,
,18-70-1,100 feeh O;kl dh ikbZi,tksM+,96-15,
,18-70-2,150 feeh O;kl dh ikbZi,tksM+,156-05,
,18-70-3,200 feeh O;kl dh ikbZi,tksM+,229-50,
,18-70-4,250 feeh O;kl dh ikbZi,tksM+,280-15,
,18-70-5,300 feeh O;kl dh ikbZi,tksM+,357-60,
,18-70-6,350 feeh O;kl dh ikbZi,tksM+,416-30,
,18-70-7,400 feeh O;kl dh ikbZi,tksM+,579-40,
,18-70-8,450 feeh O;kl dh ikbZi,tksM+,670-20,
,18-70-9,500 feeh O;kl dh ikbZi,tksM+,715-60,
,18-70-10,600 feeh O;kl dh ikbZi,tksM+,961-25,
,18-70-11,700 feeh O;kl ikbZi,tksM+,1256-80,
,18-70-12,750 feeh O;kl ikbZi,tksM+,1377-20,
,18-70-13,800 feeh O;kl dh ikbZi,tksM+,1577-35,
,18-70-14,900 feeh O;kl dh ikbZi,tksM+,1963-55,
,18-70-15,1000 feeh O;kl dh ikbZi,tksM+,2265-60,
18-71,"vkbZ,l&1 ¼Hkzfe fof/k","536 ds vuq:i Js.kh&ch ds nksgjs dksjnkj ¼pqMhnkj/csfYMM½ vidsanzr;k ls½ <ys yksgs dh O;oLFkk djuk ,oa Mkyuk &",,,
,18-71-1,100 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,1838-10,
,18-71-2,150 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,2880-00,
,18-71-3,200 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,4535-10,
,18-71-4,250 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,5498-05,
,18-71-5,300 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,7027-50,
,18-71-6,350 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,8847-60,
,18-71-7,400 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,11436-30,
,18-71-8,450 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,14544-15,
,18-71-9,500 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,18032-25,
,18-71-10,600 feeh O;kl dh <ys yksgs dh nksgjh dksjnkj ikbZi,ehVj,24977-15,
18-72,"vkbZ,l&8 fof/k ls½ Hk","329 ds vuq:i ew’ky dksVj fljksa okyh vidsanzr;k <ys yksgs ¼Hkzfe axqj yksgs dh ikbZiksa dh O;oLFkk djuk ,oa Mkyuk",,,
,18-72-1,100 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,1121-10,
,18-72-2,150 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,1601-30,
,18-72-3,200 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,1975-95,
,18-72-4,250 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,2544-05,
,18-72-5,300 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,3177-65,
,18-72-6,350 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,3774-50,
,18-72-7,400 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,4525-25,
,18-72-8,450 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,5479-85,
,18-72-9,500 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,6191-50,
,18-72-10,600 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,7986-05,
,18-72-11,700 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,10410-70,
,18-72-12,800 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,12982-00,
,18-72-13,900 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,16751-40,
,18-72-14,1000 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&7 dh ikbZi,ehVj,17655-80,
,18-72-15,100 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,1081-35,
,18-72-16,150 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,1625-05,
,18-72-17,200 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,2228-15,
,18-72-18,250 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,3105-20,
,18-72-19,300 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,3882-70,
,18-72-20,350 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,4752-05,
,18-72-21,400 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,6079-70,
,18-72-22,450 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,7074-20,
,18-72-23,500 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,8828-65,
,18-72-24,600 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,10698-20,
,18-72-25,700 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,14750-95,
,18-72-26,750 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,16029-60,
,18-72-27,800 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,16276-50,
,18-72-28,900 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,19716-20,
,18-72-29,1000 feeh O;kl dh Hkaxqj yksgs dh Js.kh ds&9 dh ikbZi,ehVj,22099-60,
18-73,"vkbZ,l&83 ¼Hkzfe fof/k","29 ds vuq:i Js.kh ds&9 dh nksgjh dksjnkj ¼pqMhnkj/csfYMM½ vidsanzr;k ls½ Hkaxqj yksgs dh ikbZiksa dh O;oLFkk djuk ,oa Mkyuk &",,,
,18-73-1,100 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,1541-60,
,18-73-2,150 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,2312-90,
,18-73-3,200 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,2921-15,
,18-73-4,250 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,4142-70,
,18-73-5,300 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,5321-65,
,18-73-6,350 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,6700-15,
,18-73-7,400 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,8594-30,
,18-73-8,450 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,9068-45,
,18-73-9,500 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,12777-30,
,18-73-10,600 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,16929-85,
,18-73-11,700 feeh O;kl dh Hkaxqj yksgs dh nksgjh dksjnkj ikbZi,ehVj,20040-60,
18-74,vuqeksfnr dusD”ku i,"dksfV vkSj jax ds ihVh,eVh uV dkyj vkSj cq”k lfgr vuE;Ñr ihohlh kbZi dh O;oLFkk djuk ,oa yxkuk",,,
,18-74-1,30 lseh yEckbZ lfgr 15 feeh ukeh; fNnz okyh,izR;sd,85-50,
,18-74-2,45 lseh yEckbZ lfgr 15 feeh ukeh; fNnz okyh,izR;sd,107-90,
18-75,vuqeksfnr fuIiy dh,"dksfV vkSj jax ds ty VSad ikbZi ,oa tqM+ukjksa ds fy, ihVh,eVh foLrkj O;oLFkk djuk ,oa yxkuk",,,
,18-75-1,de ls de 32 xzke ds 15 feeh ukeh; fNnz okys,izR;sd,43-05,
,18-75-2,de ls de 40 xzke ds 20 feeh ukeh; fNnz okys,izR;sd,76-50,
,18-75-3,de ls de 62 xzke ds 25 feeh ukeh; fNnz okys,izR;sd,100-55,
18-76,30x30 lse,h rd nhokjksa esa Nsn djuk rFkk mUgsa lgh djuk,,,
,18-76-1,"75 oxZuke dh lk/kkj.k fpduh feêh ls idh gqbZ ,Q-ih-,l- ¼uku ekM;qyj½ bZaVksa ls",izR;sd,362-40,
18-77,viogu ik dk Nsn d lhesaV( 2 e Nsnksa dh e,"bZi vkfn dks Mkyus ds fy, vkjlhlh ryksa ,oa Nrksa esa 15x15 lseh rd juk rFkk viogu ikbZi vkfn dks Mkyus ds ckn lhesaV daØhV 1(2(4 ¼1 ksVh jsr( 4]20 feeh ukeh; vkdkj ds dksfVÑr iRFkj feykok½ ds lkFk jEer djuk ftlesa ifjlTtu laiw.kZ “kkfey gS rkfd bls yhdizwQ cuk;k",,,
,tk lds A,,izR;sd,377-10,
18-78,lrg ifjl,fTtr djus lfgr nhokjksa esa 7-5x7-5 lseh ds [kkaps cukuk,ehVj,171-80,
18-79,lhesaV daØ vkdkj dk ikbZi var% “kkfey gSA,"hV 1%3%6 ¼1 lhesaV % 3 eksVh jsr( 6 dksfVÑr iRFkj feykok 20 feeh ukeh; iRFkj dk vuqikfrr feykok½ ds lkFk fpukbZ ,oa Hkj.k esa 150 feeh rd osf”kr djds 20x20 lseh rd fNnz djuk A blesa eYos dk fuiVku Hkh",ehVj,198-40,
18-80,0-5 xzke iz ikuh ls l izfØ;k dh lSEiy ysd,"fr yhVj Cyhfpax ikÅMj okys ikuh ls Qyl djus lfgr mls LoPN kQ djus ds ckn <ys yksgs dh eq[; ikbZiksa dks laØe.k ls cpkukA bl rhu ckj iqujko‘fr dh tk,xh ftlesa lØafer eq[; ikbZi ls ikuh dk j mls uxjikfydk dh iz;ksx”kkyk esa ijh{k.k fd;k tkuk “kkfey gSA",,,
,18-80-1,80 feeh O;kl dh <ys yksgs dh ikbZi,100 ehVj,1523-95,
,18-80-2,100 feeh O;kl dh <ys yksgs dh ikbZi,100 ehVj,1996-50,
