8712,"dkj[kuksa esa fufeZr 30 fe-eh- eksVs Bksl ih- oh- lh- izksQkby ds ,dy ihl esa cfgosZf/kr izksQkby ds fcuk ltkoV okysfnYgsnkj njokts nksuksa rjQ ydM+h okys Nis gq,",oxZ eh-,2000.00,,,
8713,Qkbcj Xykl izcfyr IykfLVd NTtk,oxZ eh-,3000.00,,,
8714,frgjh iŸkh dk m/okZ/kkj izdkj dk eSxuSfVd dSpj,izR;sd,28.00,,,
8715,nksgjh iŸkh dk {kSfrt izdkj dk eSxuSfVd dSpj,izR;sd,20.00,,,
,,d,01-04-2021 ks ;k mlls Bhd igys,,,
8716 8719,"100 feeh [kkapk yXxh ,oa rkyk 6 yhoj lfgr ,Y;qehfu;e njokts ds fy, f}rh; Js.kh dh lkXkkSu ydM+h ls 18x 5 feeh eksVh eq[kkbZ@eqMok x<+kbZ ;k rkt x<+kbZ a a",izR;sd ehVj,432.00 30.00,,,
8720,0-55 feeh eksVs lhfyx lSD”ku ftues 51-55 feeh ds ufyZr tky vkSj 10-55 feeh& ds fyil okyh 26 feeh dh nks ¶ySat yxh gksa,ehVj,38.00,,,
8721,"0-55 feeh eksVk vkSj 27 feeh dh yEckbZ ds tky okyk iSjhehVj pSuy ftlesa ,d ¶ySat 20 feeh vkSj nwljk ¶ySat 30 feeh dk gks",ehVj,23.00,,,
8722,ukbyksu LyhOl vkSj ydMh ds iasp ¼40 fe eh½ a Z Z sa,izR;sd S,2.60,,,
8723,“kdq[kkr i”kqfdr “kh’k ip 25 fe- eh- s s S,lk ux Z,76.00,,,
8724,Hkk-ek- 710 d vuq:Ik 12 fe- eh- ekVk ejhu IykboqM s s s,ox eh-,720.00,,,
8725,Hkk-ek- 5509 d vuq:Ik 12 fe- eh- ekVh vfXujk/kh IykbZoqM,oxZ eh-,867.00,,,
8726,1-5 feeh eksVh ltkoVh iVfyr pknj,oxZ eh-,380.00,,,
8727,1-0 feeh eksVh ltkoVh iVfyr pknj,oxZ eh-,294.00,,,
8730,<qykbZ lfgr dkj[kkuk fufeZr dkap rarq izcfyr IykfLVd likV njoktk fdokM 30 feeh eksVk,oxZ eh-,2675.00,,,
8734,"50 feeh-×47 feeh- ds izksQkby vkdkj rFkk 5 feeh nhokj pkSM+kbZ lfgr ih- oh- lh- dh ,dy [kaM okyk cfgosZf",r pkS[kV,ehVj,265.00,,
8735,"dkj[kuksa esa fufeZr 35 fe-eh- eksVs Bksl ih- oh- lh- izksQkby ds ,dy ihl esa cfgosZf/kr izksQkby ds fcuk ltkoV okysfnYgsnkj njokts ds fdokM+ ¼eSV fQfy”k ds lkFk½",oxZ eh,2295.00,,,
8736,"dkj[kuksa esa fufeZr 35 fe-eh- eksVs Bksl ih- oh- lh- iSuy ds ,dy ihl esa cfgosZf/kr izksQkby ds ltkoVh njokts ds fdokM+ ¼ ydM+h ds js”ks okyh fQfu”k ds lkFk½",oxZ eh,2707.00,,,
8737,¼304 xzsM½ dh 1-4 fe-eh- pkSM+kbZA vkSj 0-50 fe-eh- O;kl ds rkj ls cuh taxjks/kh bLikr dh tkyh,oxZ eh,413.00,,,
8738,"dkj[kuksa esa fufeZr ¼60 feuV½ dh vkx jsfVax okyh] 16 ,l- MCyw- th- tLrh yksgs 143 fe-eh-×57 fe-eh- vkdkj dh cfeZD;w ykbV vk/kkj dh dadzhV elkys ls Hkjh gqbZ pkS[kV",ehVj,1062.00,,,
8739,"tLrh yksgs dh 16 ,l- MCyw- th- pknj ls cuh ¼60 feuV½ vkx jsfVax okys fcuk fnYgs dk njoktk",oxZ ehVj,4702.00,,,
8740,vfXu jks/kh iqV~Vh ¼iwVhu½,fd-xzk,304.00,,,
8741,6 fe-eh- eksVs vfXu jks/kh ¼60 feuV½ njokts ds lkQ “kh”ks,oxZ ehVj,21500.00,,,
8742,"tLrh yksgs dh 16 ,l- MCyw- th- pnnj ¼ftad dh ijr>120 xzk-@ oxZ eh-½ ls cuh ;w- xksVu leqfpr eksVkbZ okyh& lsjkfed Vsi vkSj vfXu lg vLrj rg dh ysi ds lkFk",ehVj,303.00,,,
8743,eSfVªd feujy cksMZ,ehVj,70.00,,,
8744,iSfud ckj@ yXxh ¼nksgjs ikabV okyh½,izR;sd,5200.00,,,
8745,65 fe-eh-×55 fe-eh-×2 fe-eh- eksVh dkj[kkus esa fufeZr ih- oh- lh- cfgosZf/kr lSD”ku okyh pkS[kV] lQsn] LysVh ;k ydM+h okyh fQfu”k esa,ehVj,364.00,,,
8746,37 fe-eh- eksVh dkj[kkus esa fufeZr ih- oh- lh- cfgosZf/kr fdokM+] Qzse] jsy vkSj iSuy lfgr] lQsn] LysVh fQfu”k esaA HkkMs+ lfgr,oxZ ehVj,2479.00,,,
8747,75 fe-eh-×53 fe-eh-×2 fe-eh- eksVh dkj[kkus esa fufeZr ih- oh- lh- cfgosZf/kr,,,,,
,lSD”ku okyh pkS[kV] lQsn] LysVh ;k ydM+h okyh fQfu”k esaA,ehVj,413.00,,,
,,d,01-04-2021 ks ;k mlls Bhd igys,,,
8748,37 fe-eh- eksVh dkj[kkus esa ¶;wtu oSfYMax ls fufeZr ih- oh- lh- cfgosZf/kr lSD”ku okys fnYgsnkj fdokM+ ydM+h okyh fQfu”k esa,oxZ ehVj,2703.00,,,
8749,"rkj tkyh ds “kVj ds fy, gqd lfgr ftad ,ykW; ¼lQsn ikmMj ysfir½ Vp ykWd",izR;sd,133-00,,,
8750,";w- ih- oh- lh- f[kM+dh@ njokts ds fy, ftad ,yk; ¼lQsn ikmMj dh ijr p<h½ dk Qjesnkj gSMayA",izR;sd,130.00,,,
8751,";w- ih- oh- lh- f[kM+dh ds fy, ftad ,yk; ¼lQsn ikmMj dh ijr p<k½ dk Vp ykWd ¼rkyk½",izR;sd,114.00,,,
8752,";w-ih-oh-lh- LykbfMax f[kMdh ds fy, flaxy uk;ykWu jksyj ¼otu lgus dh {kerk 40 fdxzk rd½ ftad vykW; ckWMh lfgr",izR;sd,60.00,,,
8753,";w-ih-oh-lh- LykbfMax njoktksa@f[kMdh ds fy, ,MtLVscy Mcy uk;ykWu jksyj ¼otu lgus dh {kerk 120 fdxzk rd½ ftad vykW; ckWMh taxjfgr bLikr ¼,l,l 304½ lfgr",izR;sd,105.00,,,
8754,";w-ih-oh-lh- LykbfMax f[kMfd;ksa@njoktksa ds fy, ftad feJ/kkrq ¼lQsn ikmMj dksfVM½ varxkZHkh ykWd",izR;sd,110.00,,,
8755,"Takx jfgr bLikr ds 200 fe-eh-×19×1-9 fe-eh- vkdkj ds ;w-ih-oh-lh- f[kM+dh ds fy, fQzDlu dCtsA",izR;sd,212.00,,,
8756,"Takx jfgr bLikr ds 250 fe-eh-×19×1-9 fe-eh- vkdkj ds ;w-ih-oh-lh- f[kM+dh ds fy, fQzDlu dCtsA",izR;sd,237.00,,,
8757,"Takx jfgr bLikr ds 300 fe-eh-×19×1-9 fe-eh- vkdkj ds ;w-ih-oh-lh- f[kM+dh ds fy, fQzDlu dCtsA ¼,l-,l- 304 xzsM½",izR;sd,260.00,,,
8758,"Takx jfgr bLikr ds 350 fe-eh-×19×1-9 fe-eh- vkdkj ds ;w-ih-oh-lh- f[kM+dh ds fy, fQzDlu dCtsA ¼,l-,l- 304 xzsM½",izR;sd,361.00,,,
8759,"Takx jfgr bLikr ds 400 fe-eh-×19×1-9 fe-eh- vkdkj ds ;w-ih-oh-lh- f[kM+dh ds fy, fQzDlu dCtsA ¼,l-,l- 304 xzsM½",izR;sd,365.00,,,
8760,“kh”kk t:jr fd ekSVkbZ vuqlkj 60 feuV rd nksuks rjQ fofdj.k frozrk fu;a=.k ¼bZ-MCy;w&120½ vkSj 20 feuV rd vkoj.k;qDr ¼bZ-vkbZ& 20½ vuqlkj,ehVj,22500-00,,,
8772,";w- ih- oh- lh- f[kM+dh ds fy, uhps ¼ckWVe½ okyh jsy ij ,Y;qfefu;e VSªd dh O;oLFkk",ehVj,37.00,,,
8773,";w- ih- oh- lh- f[kM+dh ds fy, owy ikbu dh O;oLFkk",ehVj,20.00,,,
8774,",Y;qfefu;e fxzy Hkkjrh; ekud% 1868 ds vuqlkj",fdxzk-,279.00,,,
8775,";w- ih- oh- lh- njokts@f[kM+dh ds fy, V;wcwyj iz.kfyr bLikr",ehVj,62.00,,,
8776,8 feeh- O;kl rFkk 75 feeh- yacs cksYV dk taxjks/kh bLikr ca/kd,izR;sd,17.00,,,
8777,tLrsnkj yksgk QkLVuj 100x8 fe-eh-,izR;sd,15-00,,,
9977,<qykbZ,",d eqLr",2.12,,,
9988,"<qykbZ ,oa fofo/k",",d eqLr",2.12,,,
9999,fofo/k,",deq”r",2.12,,,
,No.,,,,,
,FRAME S AND TRUSSES,,,,,
9.1,"Providi and oth lugs or dash fa ng wood work in frames of doors, windows, clerestory windows er frames, wrought framed and fixed in position with hold fast with dash fasteners of required dia & length (hold fast lugs or stener shall be paid for separately).",,,,,
9.1.1,Second class teak wood,cum,131576.95,,,
9.1.2,Sal wood,cum,106720.85,,,
9.1.3,Kiln seasoned and chemically treated hollock wood,cum,74199.70,,,
9.2,"Providi 2001 ( window hold fa lugs or ng laminated veneer lumber conforming to IS:14616 and TAD -15: Part B) in factory made frames of doors, windows, clerestory s and other frames, wrought framed and fixing in position with st lugs or with dash fasteners of required dia & length (hold fast dash fastener shall be paid for separately).",cum,115052.20,,,
9.3,"Providi fixed in ng wood work in frames of false ceiling, partitions etc. sawn and position with necessary stainless steel screws etc.",,,,,
9.3.1,Sal wood,cum,97078.35,,,
9.3.2,Kiln seasoned and chemically treated hollock wood,cum,64332.20,,,
9.4,"Extra fo light r additional labour for circular works, such as in frames of fan",,,,,
9.4.1,Second class teak wood,cum,13157.80,,,
9.4.2,Sal wood,cum,10672.20,,,
9.4.3,Kiln seasoned and chemically treated hollock wood,cum,7420.30,,,
9.5,"Providi window size wi separa Butt hi ng and fixing panelled or panelled and glazed shutters for doors, s and clerestory windows, fixing with butt hinges of required th necessary screws, excluding panelling which will be paid for tely, all complete as per direction of Engineer-in-charge. (Note:- nges and necessary screws shall be paid separately)",,,,,
9.5.1,S econd class teak wood,,,,,
9.5.1.1,35 mm thick shutters,sqm,3704.45,,,
9.5.1.2,30 mm thick shutters,sqm,3360.70,,,
9.5.2,Kiln seasoned and chemically treated hollock wood,,,,,
9.5.2.1,35 mm thick shutters,sqm,2511.95,,,
9.5.2.2,30 mm thick shutters,sqm,2333.50,,,
9.5.3,Kiln seasoned selected planks of sheesham wood,,,,,
9.5.3.1,35 mm thick shutters,sqm,3259.05,,,
9.5.3.2,30 mm thick shutters,sqm,2976.40,,,
,No.,,,,,
9.6,"Providi door sh with bu as per (Note:- ng and fixing 35 mm thick factory made laminated veneer lumber utter conforming to IS : 14616 and TADS 15:2001 (Part B), fixing tt hinges of required size with necessary screws, all complete directions of Engineer- in-charge and panelling with panels of : Butt hinges and necessary screws shall be paid separately)",,,,,
9.6.1,"12 mm thick plain grade -1, medium density flat pressed three layer particle board FPT - I or graded wood particle board FPT- I, IS : 3087 marked, bonded with BWP type synthetic resin adhesive as per IS : 848 :",sqm,2682.05,,,
9.6.2,"12 mm thick pre-laminated particle board (decorative lamination on both sides) grade -1, medium density flat pressed, three layer particle board FPT- I or graded wood particle board FPT- I, conforming to IS : 3087, bonded with BWP type synthetic resin adhesive as per IS : 848 and pre- laminated conforming to IS : 12823, Grade 1, Type - II marked :",sqm,2815.85,,,
9.6.3,"12 mm thick one side Pre-laminated particle board (decorative lamination on one side and other sides balancing lamination) grade -1, medium density flat pressed, three layer particle board FPT - I or graded wood particle board FPT-1 conforming to IS : 3087 bonded with BWP type synthetic resin adhesive as per IS : 848 and pre-laminated conforming to IS : 12823, Grade -1, Type II marked :",sqm,3070.05,,,
9.7,"Providi panelle (Area o rebates shutter ng and fixing panelling or panelling and glazing in panelled or d and glazed shutters for doors, windows and clerestory windows f opening for panel inserts excluding portion inside grooves or to be measured). Panelling for panelled or panelled and glazed s 25 mm to 40 mm thick :",,,,,
9.7.1,Second class teak wood,sqm,2998.30,,,
9.7.2,Kiln seasoned and chemically treated hollock wood,sqm,2039.80,,,
9.7.3,"Ply wood 5 ply, 9 mm thick",,,,,
9.7.3.1,Decorative plywood both side decorative veneer,,,,,
,(Type - I) conforming to IS 1328 BWR type,sqm,2366.35,,,
9.7.3.2,Decorative plywood one side decorative veneer and commercial veneer on other face (Type 1) conforming to IS 1328 BWR Type,sqm,2400.40,,,
9.7.4,"Ply wood 7 ply, 9 mm thick",,,,,
9.7.4.1,Decorative plywood one side decorative veneer and commercial veneer on other face (Type 1) conforming to IS 1328 BWR Type,sqm,2570.70,,,
9.7.5,Particle Board 12 mm thick,,,,,
9.7.5.1,"Plain particle board flat pressed, 3 layer or graded wood particle board medium density Grade I, IS : 3087 marked",sqm,1399.80,,,
,No.,,,,,
9.17,"Providin exterior to fram backing g and fixing flat pressed 3 layer particle board medium density grade (Grade I) or graded wood particle board IS : 3087 marked, e, backing or studding with screws etc. complete (Frames, or studding to be paid separately):",,,,,
9.17.1,12 mm thick,sqm,667.10,,,
9.17.2,18 mm thick,sqm,869.10,,,
9.18,"Providin particle side de exterior whereve to be pa g and fixing Pre-laminated flat pressed 3 layer (medium density) board or graded wood particle board IS : 3087 marked, with one corative and other side balancing lamination Grade I, Type II grade IS : 12823 marked, in shelves with screws and fittings r required, edges to be painted with polyurethane primer (fittings id separately).",,,,,
9.18.1,18 mm thick,sqm,1089.30,,,
9.18.2,25 mm thick,sqm,1501.00,,,
9.20,"Providin 2202 (P frame o with ver shutters g and fixing ISI marked flush door shutters conforming to IS : art I) decorative type, core of block board construction with f 1st class hard wood and well matched teak 3 ply veneering tical grains or cross bands and face veneers on both faces of .",,,,,
9.20.1,35 mm thick including ISI marked Stainless Steel butt hinges with necessary screws,sqm,3086.10,,,
9.20.2,30 mm thick including ISI marked Stainless Steel butt hinges with necessary screws,sqm,2818.50,,,
9.20.3,25 mm thick (for cupboard) including ISI marked nickel plated bright finished M.S. Piano hinges IS : 3818 marked with necessary screws,sqm,2512.35,,,
9.21,"Providin 2202 (P frame o veneeri faces of g and fixing ISI marked flush door shutters conforming to IS : art I) non-decorative type, core of block board construction with f 1st class hard wood and well matched commercial 3 ply ng with vertical grains or cross bands and face veneers on both shutters:",,,,,
9.21.1,35 mm thick including ISI marked Stainless Steel butt hinges with necessary screws,sqm,2015.75,,,
9.21.2,30 mm thick including ISI marked Stainless Steel butt hinges with necessary screws,sqm,1881.95,,,
9.21.3,25 mm thick (for cupboard) including ISI marked nickel plated bright finished M.S. piano hinges with necessary screws,sqm,1830.00,,,
9.22,Extra for of non d (Part I) Providing and fixing flush doors with decorative veneering instead ecorative ISI marked flush door shutters conforming to IS: 2202,,,,,
9.22.1,On one side only,sqm,408.05,,,
,No.,,,,,
9.27.2.2,With ISI marked stainless steel butt hinges of required size,,,,,
9.27.2.2.1,Second class teak wood,sqm,4010.85,,,
9.27.2.2.2,Kiln seasoned and chemically treated hollock wood,sqm,2981.75,,,
9.27.2.2.3,Kiln seasoned selected class of sheesham wood,sqm,3626.55,,,
9.31,"Providin conform galvanis directio and cler necessa hinges a g and fixing wire gauge laminated veneer lumber shutters ing to IS : 14616, and as per TADS 15 :2001 (Part B) using ed wire gauge with average width of aperture 1.4 mm in both ns with wire of dia 0.63 mm as per IS :1568, for doors, windows estory windows, fixing with butt hinges of required size with ry screws, as per directions of Engineer-in-charge: (Note:- Butt nd necessary screws shall be paid separately)",,,,,
9.31.1,35 mm thick shutters,sqm,2682.05,,,
9.31.2,30 mm thick shutters,sqm,2427.85,,,
,MISCEL LANEOUS-WOOD WORK,,,,,
9.40,"Providin with iro complet g and fixing wooden moulded beading to door and window frames n screws, plugs and priming coat on unexposed surface etc. e :",,,,,
9.40.1,2nd class teak wood,,,,,
9.40.1.1,50x12 mm,metre,191.55,,,
9.40.1.2,50 x 20 mm,metre,239.20,,,
9.40.2,Kiln seasoned and chemically treated hollock wood,,,,,
9.40.2.1,50x12 mm,metre,157.85,,,
9.40.2.2,50x20 mm,metre,183.05,,,
9.41,"Providin (frames complet g and fixing plain jaffri of 35x10 mm laths placed 35 mm apart to be paid separately), including fixing 50x12 mm beading e with :",,,,,
9.41.1,Second class teak wood,sqm,2622.20,,,
9.42,"Providin layer or marked, to IS: 30 curtain r M.S. fla 100 mm 75 mm l g and fixing 18 mm thick, 150 mm wide pelmet of flat pressed 3 graded wood particle board medium density grade I, IS : 3087 including top cover of 6 mm commercial ply wood conforming 3 BWR grade, nickel plated M.S. pipe 20 mm dia ( heavy type) od with nickel plated brackets, including fixing with 25x3 mm t 10 cm long fixed to pelmet with hollock wood cleats of size x 40 mm x 40 mm on both inner side of pelmet and rawl plugs ong etc. all complete.",metre,511.55,,,
,No.,,,,,
9.43,"Providin board IS board, n nickel pl long fixe x 40 mm complet g and fixing 18 mm thick, 150 mm wide pelmet of coir veneer I marked IS : 14842, including top cover of 6 mm coir veneer ickle plated M.S. Pipe 20 mm dia. (heavy type) curtain rod with ated brackets, including fixing with 25x3 mm M.S. Flat 10 cm d to pelmet with hollock wood cleats of size 100 mm x 40 mm on both inner side of pelmet and rawl plugs 75 mm long etc. all e.",metre,626.55,,,
9.44,"Extra for item of p using veneered particle board conforming to IS 3097 Grade I, in elmet 18mm thick 150mm wide.",,,,,
9.44.1,Non decorative veneer on both sides,metre,33.20,,,
9.44.2,Particle board with decorative veneering on both sides,metre,107.05,,,
9.45,Providin g and fixing teak wood lipping of size 25x3 mm in pelmet.,metre,61.50,,,
9.46,"Providin thicknes with C.P complet g and fixing chromium plated brass curtain rod having wall s of 1.25mm with two chromium plated brass brackets fixed . brass screws and PVC sleeves etc., wherever necessary e :",,,,,
9.46.1,12 mm dia,metre,274.90,,,
9.46.2,20 mm dia,metre,375.25,,,
9.46.3,25 mm dia,metre,482.30,,,
9.47,Providin plated b g and fixing nickel plated M.S. pipe curtain rods with nickel rackets :,,,,,
9.47.1,20 mm dia (heavy type),metre,152.65,,,
9.47.2,25 mm dia (heavy type),metre,159.35,,,
9.48,"Providin etc. with with app g and fixing M.S. grills of required pattern in frames of windows M.S. flats, square or round bars etc. including priming coat roved steel primer all complete.",,,,,
9.48.1,Fixed to steel windows by welding,kg,181.00,,,
9.48.2,Fixed to openings /wooden frames with rawl plugs screws etc.,kg,197.70,,,
9.49,Providin and 1.6 second complet g and fixing expanded metal 20x60 mm strands 3.25 mm wide mm thick for windows etc. including 62 x19 mm beading of class teak wood and priming coat with approved steel primer all e.,sqm,1277.65,,,
9.50,Providin weight n 62x19 m approve g and fixing hard drawn steel wire fabric 75x25 mm mesh of ot less than 7.75 Kg per sqm to window frames etc. including m beading of second class teak wood and priming coat with d steel primer all complete.,sqm,1484.70,,,
9.51,Providin and cler 1.4 mm g and fixing fly proof galvanized M.S. wire gauge to windows estory windows using wire gauge with average width of aperture in both directions with wire of dia 0.63 mm all complete.,,,,,
9.51.1,With second class teak wood beading 62X19 mm,sqm,1164.90,,,
9.51.2,With 12 mm mild steel U beading,sqm,812.40,,,
,No.,,,,,
9.58.2,125x125x27x2.80 mm,each,73.00,,,
9.58.3,100x125x27x2.80 mm,each,64.30,,,
9.58.4,75x100x20x2.24 mm,each,56.90,,,
9.59,Providin with nec g and fixing ISI marked oxidised M.S. single acting spring hinges essary screws etc. complete : (copper oxidized as per IS: 1378),,,,,
9.59.1,150 mm,each,251.70,,,
9.59.2,125 mm,each,224.95,,,
9.59.3,100 mm,each,196.70,,,
9.60,Providin spring h as per IS g and fixing ISI marked IS: 453 oxidised M.S. double acting inges with necessary screws etc. complete. (copper oxidized : 1378),,,,,
9.60.1,150 mm,each,278.45,,,
9.60.2,125 mm,each,251.70,,,
9.60.3,100 mm,each,223.45,,,
9.61,"Providin chromiu screws g M.S. Piano hinges ISI marked IS: 3818 finished with nickel m plating grade I as per IS: 1068 and fixing with necessary etc., complete.",,,,,
9.61.1,Overall width 35 mm,metre,282.95,,,
9.61.2,Overall width 50 mm,metre,282.95,,,
9.61.3,Overall width 65 mm,metre,299.00,,,
9.62,Providin nuts an g and fixing ISI marked oxidised M.S. sliding door bolts with d screws etc. complete : (copper oxidized as per IS: 1378),,,,,
9.62.1,300x16 mm,each,180.55,,,
9.62.2,250x16 mm,each,165.90,,,
9.63,"Providin (Barrel t as per I g and fixing ISI marked oxidised M.S. tower bolt black finish, ype) with necessary screws etc. complete : (copper oxidized S: 1378)",,,,,
9.63.1,250x10 mm,each,74.65,,,
9.63.2,200x10 mm,each,61.05,,,
9.63.3,150x10 mm,each,53.05,,,
9.63.4,100x10 mm,each,39.10,,,
9.64,"Providin conform etc. com g and fixing ISI marked 85x42 mm oxidised M.S. pull bolt lock ing to IS : 7534 with necessary screws bolts, nut and washers plete. (copper oxidized as per IS: 1378)",each,108.65,,,
9.65,Providin IS:5930 g and fixing ISi marked oxidised M.S. door latches conforming to with screws etc. complete : (copper oxidized as per IS: 1378),,,,,
9.65.1,300x20x6 mm,each,82.40,,,
9.65.2,250x20x6 mm,each,69.00,,,
,No.,,,,,
9.66,Providin IS:4992 IS: 1378 g and fixing ISI marked oxidised M.S. handles conforming to with necessary screws etc. complete : (copper oxidized as per ),,,,,
9.66.1,125 mm,each,35.20,,,
9.66.2,100 mm,each,28.25,,,
9.66.3,75 mm,each,24.25,,,
9.67,Providin conform oxidized g and fixing oxidised M.S. hasp and staple (safety type) ing to IS : 363 with necessary screws etc. complete : (copper as per IS: 1378),,,,,
9.67.1,150 mm,each,29.15,,,
9.67.2,115 mm,each,26.00,,,
9.67.3,90 mm,each,22.10,,,
9.68,Providin with nec g and fixing oxidised M.S. casement stays (straight peg type) essary screws etc. complete. (copper oxidized as per IS: 1378),,,,,
9.68.1,300 mm weighing not less than 330 grams,each,59.25,,,
9.68.2,250 mm weighing not less than 280 grams,each,51.90,,,
9.68.3,200 mm weighing not less than 240 grams,each,45.20,,,
9.69,"Providin fixtures oxidized g and fixing oxidised M.S. Safety chain with necessary for doors, (weighting not less than 450 gms) and copper as per IS: 1378",each,88.95,,,
,STAINL ESS STEEL FITTINGS,,,,,
9.70,Providin stainles g and fixing IS : 12817 marked stainless steel butt hinges with s steel screws etc. complete :,,,,,
9.70.1,125x64x1.90 mm,each,95.50,,,
9.70.2,100X58X1.90 mm,each,86.15,,,
9.70.3,75x47x1.80 mm,each,64.20,,,
9.70.4,50x37x1.50 mm,each,36.00,,,
9.71,Providin weight) g and fixing IS : 12817 marked stainless steel butt hinges (heavy with stainless steel screws etc. complete :,,,,,
9.71.1,125x64x2.50 mm,each,104.20,,,
9.71.2,100x60x2.50 mm,each,85.45,,,
9.71.3,75x50x2.50 mm,each,70.90,,,
,BRASS FITTINGS,,,,,
9.72,Providin screws g and fixing bright finished brass butt hinges with necessary etc. complete :,,,,,
9.72.1,125x85x5.5 mm (heavy type),each,228.90,,,
9.72.2,125x70x4 mm (ordinary type),each,157.45,,,
9.72.3,100x85x5.5 mm (heavy type),each,175.70,,,
9.72.4,100x70x4 mm (ordinary type),each,125.90,,,
,No.,,,,,
9.72.5,75x65x4 mm (heavy type),each,147.45,,,
9.72.6,75x40x2.5 mm (ordinary type),each,86.15,,,
9.72.7,50x40x2.5 mm (ordinary type),each,34.75,,,
9.73,Providin necess g and fixing bright finished brass parliamentary hinges with ary screws etc. complete :,,,,,
9.73.1,150x125x27x5 mm,each,394.95,,,
9.73.2,125x125x27x5 mm,each,353.45,,,
9.73.3,100x125x27x5 mm,each,325.35,,,
9.73.4,75x100x20x3.2 mm,each,288.95,,,
9.74,Providin necess g and fixing bright finished brass tower bolts (barrel type) with ary screws etc. complete :,,,,,
9.74.1,250x10 mm,each,374.35,,,
9.74.2,200x10 mm,each,300.55,,,
9.74.3,150x10 mm,each,232.30,,,
9.74.4,100x10 mm,each,160.30,,,
9.75,Providin etc. com g and fixing bright finished brass door latch with necessary screws plete :,,,,,
9.75.1,300x16x5 mm,each,273.20,,,
9.75.2,250x16x5 mm,each,259.80,,,
9.76,Providin with 6 le screws g and fixing bright finished brass 100 mm mortice latch and lock vers and a pair of lever handles of approved quality with necessary etc. complete.,each,723.80,,,
9.77,Providin dead bo screws g and fixing bright finished brass 100 mm mortice latch with one lt and a pair of lever handles of approved quality with necessary etc. complete.,each,603.40,,,
9.78,Providin includin g and fixing bright finished brass night latch of approved quality g necessary screws etc. complete.,each,1004.80,,,
9.79,Providin ward ro screws g and fixing special quality bright finished brass cupboard or be locks with four levers of approved quality including necessary etc. complete.,,,,,
9.79.1,40 mm,each,264.90,,,
9.79.2,50 mm,each,306.40,,,
9.79.3,65 mm,each,313.05,,,
9.79.4,75 mm,each,333.15,,,
9.80,Providin g and fixing 50 mm bright finished brass cup board or wardrobe,,,,,
,knob of approved quality with necessary screws.,each,63.65,,,
,No.,,,,,
9.81,Providin complet g and fixing bright finished brass handles with screws etc. e:,,,,,
9.81.1,125 mm,each,205.10,,,
9.81.2,100 mm,each,189.85,,,
9.81.3,75 mm,each,149.70,,,
9.82,"Providin stopper g and fixing bright finished brass hanging type floor door with necessary screws, etc. complete.",each,109.60,,,
9.83,"Providin hydrauli on the b necessa g and fixing aluminium die cast body tubular type universal c door closer (having brand logo with ISI, IS : 3564, embossed ody, door weight upto 35 kg and door width upto 700 mm), with ry accessories and screws etc. complete.",each,1025.65,,,
9.84,"Providin univers emboss from 701 accesso g and fixing aluminium extruded section body tubular type al hydraulic door closer (having brand logo with ISi, IS : 3564, ed on the body, door weight upto 36 kg to 80 kg and door width mm to 1000 mm), with double speed adjustment with necessary ries and screws etc. complete.",each,856.30,,,
9.85,Providin with nec g and fixing bright finished brass casement window fastener essary screws etc. complete.,each,76.30,,,
9.86,Providin type) wi g and fixing bright finished brass casement stays (straight peg th necessary screws etc. complete :,,,,,
9.86.1,300 mm weighing not less than 330 gms,each,186.80,,,
9.86.2,250 mm weighing not less than 280 gms,each,149.90,,,
9.86.3,200 mm weighing not less than 240 gms,each,143.20,,,
9.87,Providin with nec g and fixing bright finished brass hasp and staple (safety type) essary screws etc. complete :,,,,,
9.87.1,150 mm,each,118.60,,,
9.87.2,115 mm,each,107.45,,,
9.87.3,90 mm,each,94.75,,,
,CHROM IUM PLATED BRASS FITTINGS,,,,,
9.88,Providin lock with necessa g and fixing chromium plated brass 100 mm mortice latch and 6 levers and a pair of lever handles of approved quality with ry screws etc. complete.,each,817.50,,,
9.89,Providin quality i g and fixing chromium plated brass night latch of approved ncluding necessary screws etc. complete.,each,857.60,,,
9.90,Providin locks wi etc. com g and fixing special quality chromium plated brass cupboard th six levers of approved quality including necessary screws plete.,,,,,
9.90.1,Size 40 mm,each,272.95,,,
9.90.2,Size 50 mm,each,286.30,,,
9.90.3,Size 65 mm,each,321.10,,,
9.90.4,Size 75 mm,each,355.90,,,
,No.,,,,,
9.91,Providin knobs w g and fixing chromium plated brass 50 mm cupboard or wardrobe ith nuts complete.,each,122.50,,,
9.92,Providin screws g and fixing chromium plated brass handles with necessary etc. complete:,,,,,
9.92.1,125 mm,each,226.50,,,
9.92.2,100 mm,each,199.20,,,
9.92.3,75 mm,each,179.15,,,
9.93,Providin with ne g and fixing chromium plated brass casement window fastener cessary screws etc. complete.,each,140.80,,,
9.94,Providin peg typ g and fixing chromium plated brass casement stays (straight e) with necessary screws etc. complete :,,,,,
9.94.1,300 mm weighing not less than 330 gms,each,207.70,,,
9.94.2,250 mm weighing not less than 280 gms,each,180.95,,,
9.94.3,200 mm weighing not less than 240 gms,each,154.15,,,
,ANODI MARKE SED ALUMINIUM FITTINGS (ALL FITTINGS SHALL BE ISI D),,,,,
9.95,Providin coating to requi g and fixing ISI marked aluminium butt hinges anodised (anodic not less than grade AC 10 as per IS: 1868) transparent or dyed red colour or shade with necessary screws etc. complete:,,,,,
